Message,Actual_Label,Predicted_Label
Hey they r not watching movie tonight so i'll prob b home early...,ham,ham
"Cool, want me to go to kappa or should I meet you outside mu",ham,ham
Yes see ya not on the dot,ham,ham
Yup ok...,ham,ham
I absolutely LOVE South Park! I only recently started watching the office.,ham,ham
No she didnt. I will search online and let you know.,ham,ham
ÌÏ called dad oredi...,ham,ham
Oh ho. Is this the first time u use these type of words,ham,ham
No. She's currently in scotland for that.,ham,ham
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,ham
Am going to take bath ill place the key in window:-),ham,ham
If we win its really no 1 side for long time.,ham,ham
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,ham,ham
Hello- thanx for taking that call. I got a job! Starts on monday!,ham,ham
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,ham,ham
Dai what this da.. Can i send my resume to this id.,ham,ham
If you're thinking of lifting me one then no.,ham,ham
Ok... Sweet dreams...,ham,ham
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam,spam
U still havent got urself a jacket ah?,ham,ham
Hows the pain dear?y r u smiling?,ham,ham
HAPPY NEW YEAR MY NO.1 MAN,ham,ham
You best watch what you say cause I get drunk as a motherfucker,ham,ham
K. I will sent it again,ham,ham
Boooo you always work. Just quit.,ham,ham
ok....take care.umma to you too...,ham,ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham,ham
We can go 4 e normal pilates after our intro...  ,ham,ham
I think u have the wrong number.,ham,ham
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,ham
I had askd u a question some hours before. Its answer,ham,ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,ham
We r outside already.,ham,ham
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham,ham
Why are u up so early?,ham,ham
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam,spam
Aight do you still want to get money,ham,ham
"Sorry, I'll call you  later. I am in meeting sir.",ham,ham
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,spam,spam
Ok which your another number,ham,ham
Very hurting n meaningful lines ever: \I compromised everything for my love,ham,ham
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,ham
Dont worry. I guess he's busy.,ham,ham
Hi good mornin.. Thanku wish u d same..,ham,ham
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham,ham
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham,ham
That is wondarfull song,ham,ham
One of best dialogue in cute reltnship..!! \Wen i Die,ham,ham
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham,ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham,ham
From 5 to 2 only my work timing.,ham,ham
You've always been the brainy one.,ham,ham
Thanks for ve lovely wisheds. You rock,ham,ham
When you guys planning on coming over?,ham,ham
"Jay wants to work out first, how's 4 sound?",ham,ham
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham,ham
"Sorry, I'll call later in meeting",ham,ham
Then we wait 4 u lor... No need 2 feel bad lar...,ham,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,ham
K go and sleep well. Take rest:-).,ham,ham
"Yup, leaving right now, be back soon",ham,ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ham,ham
Can. Dunno wat to get 4 her...,ham,ham
Oh k:)after that placement there ah?,ham,ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,spam
Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham,ham
So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,ham,ham
Yes but I don't care cause I know its there!,ham,ham
Get ready for  &lt;#&gt;  inches of pleasure...,ham,ham
I have a sore throat. It's scratches when I talk,ham,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham,ham
Ok. I only ask abt e movie. U wan ktv oso?,ham,ham
My drive can only be read. I need to write,ham,ham
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham,ham
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam,ham
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,ham,ham
"Aight no rush, I'll ask jay",ham,ham
Yes:)here tv is always available in work place..,ham,ham
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham,ham
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham,ham
Correct. So how was work today,ham,ham
Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,ham,ham
Where r e meeting tmr?,ham,ham
Now? I'm going out 4 dinner soon..,ham,ham
Do you work all this week ?,ham,ham
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam,ham
Did u download the fring app?,ham,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham,ham
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham,ham
"As in missionary hook up, doggy hook up, standing...|",ham,ham
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,ham
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham,ham
Mm i had my food da from out,ham,ham
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,spam
Same to u...,ham,ham
So u gonna get deus ex?,ham,ham
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ham,ham
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham,ham
No plans yet. What are you doing ?,ham,ham
No problem. Talk to you later,ham,ham
Sindu got job in birla soft ..,ham,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",ham,ham
5 nights...We nt staying at port step liao...Too ex,ham,ham
How long does applebees fucking take,ham,ham
I donno its in your genes or something,ham,ham
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,spam
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,spam
"Yeah, probably here for a while",ham,ham
"He will, you guys close?",ham,ham
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham,ham
Probably gonna swing by in a wee bit,ham,ham
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham,ham
No management puzzeles.,ham,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam,spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,spam
Yup but not studying surfing lor. I'm in e lazy mode today.,ham,ham
Ya that one is slow as poo,ham,ham
Those were my exact intentions,ham,ham
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,spam
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham,ham
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham,ham
"They can try! They can get lost, in fact. Tee hee",ham,ham
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam,ham
Fine i miss you very much.,ham,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham,ham
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham,ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,ham
I have lost 10 kilos as of today!,ham,ham
Am i that much bad to avoid like this?,ham,ham
Understand. his loss is my gain :) so do you work? School?,ham,ham
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham,ham
I could ask carlos if we could get more if anybody else can chip in,ham,ham
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,ham
IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,ham,ham
"Sorry my roommates took forever, it ok if I come by now?",ham,ham
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham,ham
Smith waste da.i wanna gayle.,ham,ham
on a Tuesday night r u 4 real,ham,ham
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham,ham
"4 tacos + 1 rajas burrito, right?",ham,ham
\alright babe,ham,ham
Dear umma she called me now :-),ham,ham
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,ham
After completed degree. There is no use in joining finance.,ham,ham
K I'll take care of it,ham,ham
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,ham
S'fine. Anytime. All the best with it.,ham,ham
Will purchase d stuff today and mail to you. Do you have a po box number?,ham,ham
His bday real is in april .,ham,ham
"Nope, I'm still in the market",ham,ham
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham,ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,ham
 &lt;#&gt;  in mca. But not conform.,ham,ham
R u still working now?,ham,ham
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,ham
Except theres a chick with huge boobs.,ham,ham
I'm freezing and craving ice. Fml,ham,ham
Really good:)dhanush rocks once again:),ham,ham
I will be outside office take all from there,ham,ham
Thanx 4 e brownie it's v nice...,ham,ham
"Cool, I'll text you when I'm on the way",ham,ham
Oh you got many responsibilities.,ham,ham
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,spam
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham,ham
Its sunny in california. The weather's just cool,ham,ham
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham,ham
"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,ham
Tell me whos this pls:-),ham,ham
Cold. Dont be sad dear,ham,ham
"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham,ham
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham,ham
"Fair enough, anything going on?",ham,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham,ham
I dont have i shall buy one dear,ham,ham
I am sorry it hurt you.,ham,ham
I love to wine and dine my lady!,ham,ham
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham,ham
Oh god. I'm gonna Google nearby cliffs now.,ham,ham
Just glad to be talking to you.,ham,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,ham
So lets make it saturday or monday as per convenience.,ham,ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,ham
"Ya ok, then had dinner?",ham,ham
Great. So should i send you my account number.,ham,ham
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham,ham
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",spam,spam
"I'm not coming over, do whatever you want",ham,ham
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,spam
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham,ham
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham,ham
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham,ham
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,spam
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,ham
So do you have samus shoulders yet,ham,ham
Havent.,ham,ham
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham,ham
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham,ham
Thanx but my birthday is over already.,ham,ham
What type of stuff do you sing?,ham,ham
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham,ham
100 dating service cal;l 09064012103 box334sk38ch,spam,spam
Oh ok..,ham,ham
"Haha awesome, I might need to take you up on that, what you doin tonight?",ham,ham
I want snow. It's just freezing and windy.,ham,ham
"Sorry, I'll call later In meeting.",ham,ham
Still chance there. If you search hard you will get it..let have a try :),ham,ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham,ham
That day you asked about anand number. Why:-),ham,ham
"Sorry, got a late start, we're on the way",ham,ham
Da is good good player.why he is unsold.,ham,ham
Rofl betta invest in some  anti aging products,ham,ham
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham,ham
And by when you're done I mean now,ham,ham
What you doing?how are you?,ham,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam,spam
Did u got that persons story,ham,ham
"Nah can't help you there, I've never had an iphone",ham,ham
"Sorry, I'll call later",ham,ham
2/2 146tf150p,spam,ham
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham,ham
How are you. Just checking up on you,ham,ham
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham,ham
"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",ham,ham
Hey you can pay. With salary de. Only  &lt;#&gt; .,ham,ham
Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,ham,ham
Ok i msg u b4 i leave my house.,ham,ham
Still i have not checked it da. . .,ham,ham
PRIVATE! Your 2003 Account Statement for 078,spam,spam
Where are you call me.,ham,ham
Lol your always so convincing.,ham,ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham,ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham,ham
You said to me before i went back to bed that you can't sleep for anything.,ham,ham
Why you keeping me away like this,ham,ham
Lol no. U can trust me.,ham,ham
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham,ham
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,ham
Nice.nice.how is it working?,ham,ham
Ok...,ham,ham
Pandy joined 4w technologies today.he got job..,ham,ham
"Awesome, that gonna be soon or later tonight?",ham,ham
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham,ham
And maybe some pressies,ham,ham
Nice.nice.how is it working?,ham,ham
Its sarcasm.. .nt scarcasim,ham,ham
Pls call me da. What happen.,ham,ham
Missed call alert. These numbers called but left no message. 07008009200,spam,ham
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham,ham
"Haha better late than ever, any way I could swing by?",ham,ham
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam,ham
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham,ham
Pls help me tell Ashley that i cant find her number oh,ham,ham
Hui xin is in da lib.,ham,ham
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,ham
Wat u doing there?,ham,ham
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham,ham
Right it wasnt you who phoned it was someone with a number like yours!,ham,ham
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,ham
I want to lick your pussy now...,ham,ham
"Sorry, I'll call later",ham,ham
I dont thnk its a wrong calling between us,ham,ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham,ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,ham
I plane to give on this month end.,ham,ham
Hurry home. Soup is DONE!,ham,ham
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam,spam
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham,ham
Ok lor.,ham,ham
I thought slide is enough.,ham,ham
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham,ham
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham,ham
Goodmorning sleeping ga.,ham,ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham,ham
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam,spam
U calling me right? Call my hand phone...,ham,ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham,ham
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",ham,ham
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham,ham
Mm that time you dont like fun,ham,ham
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",ham,ham
Hi:)did you asked to waheeda fathima about leave?,ham,ham
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham,ham
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam,spam
Lol yeah at this point I guess not,ham,ham
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,spam
Bugis oso near wat... ,ham,ham
", ow u dey.i paid 60,400thousad.i told  u would call . ",ham,ham
K..k:)how about your training process?,ham,ham
Apo all other are mokka players only,ham,ham
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham,ham
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,spam
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",ham,ham
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",ham,ham
Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham,ham
Oh Howda gud gud.. Mathe en samachara chikku:-),ham,ham
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham,ham
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham,ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham,ham
Goodnight da thangam I really miss u dear.,ham,ham
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham,ham
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,ham,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,spam
"Yeah probably, I still gotta check out with leo",ham,ham
I dled 3d its very imp,ham,ham
Ha ha ha good joke. Girls are situation seekers.,ham,ham
WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,spam,spam
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham,ham
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham,ham
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,ham
"Arms fine, how's Cardiff and uni? ",ham,ham
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,spam
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,ham
"Sorry, I'll call later  &lt;#&gt; mins",ham,ham
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham,ham
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,ham
Wa... U so efficient... Gee... Thanx...,ham,ham
Onum ela pa. Normal than.,ham,ham
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,ham,ham
I'm at home n ready...,ham,ham
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham,ham
No no. I will check all rooms befor activities,ham,ham
Arun can u transfr me d amt,ham,ham
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,ham
Bognor it is! Should be splendid at this time of year.,ham,ham
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,ham,ham
Don know:)this week i'm going to tirunelvai da.,ham,ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham,ham
Where in abj are you serving. Are you staying with dad or alone.,ham,ham
Yes! How is a pretty lady like you single?,ham,ham
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham,ham
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam,spam
I'll be at mu in like  &lt;#&gt;  seconds,ham,ham
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham,ham
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam,spam
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,ham
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,ham
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,ham
Ok lor wat time Ì_ finish?,ham,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,ham
"So check your errors and if you had difficulties, do correction.",ham,ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham,ham
Y de asking like this.,ham,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam,spam
Ok but tell me half an hr b4 u come i need 2 prepare.,ham,ham
WHO ARE YOU SEEING?,ham,ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham,ham
I dont know oh. Hopefully this month.,ham,ham
"Right on brah, see you later",ham,ham
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,spam,spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam,spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,spam
Ho ho - big belly laugh! See ya tomo,ham,ham
